spotify_track_uri,track_name,artist_name,album_name,tags,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,speechiness,liveness,key,mode,time_signature,track_id,artist_id
spotify:track:1aRvUHgMe9ichgcHAAs12f,Nellie,Dr. Dog,B-Room,['alternative'],0.51,0.53,0.59,129.64,-9.94,0.33,0.0,0.03,0.09,4.0,1.0,4.0,5347,529
spotify:track:17IBDpAl3J39swaoPlfGpp,Another Late Night (feat. Lil Yachty),Drake,For All The Dogs,"['hip hop', 'hip-hop & rap']",0.68,0.54,0.21,158.05,-8.04,0.03,0.0,0.05,0.14,5.0,0.0,4.0,5348,532
spotify:track:0yJIF1o3HggZCMgTSGWlEj,Beggin',Amaria,Beggin',"['r&b', 'r&b, funk & soul']",0.71,0.48,0.53,96.06,-13.0,0.32,0.8,0.04,0.12,0.0,0.0,4.0,5349,109
spotify:track:2VAMRYzi5TM5GChU6pTtIE,Dream Machine - Downtempo Mix,Mark Farina,Air Farina,"['electro', 'dance', 'electronic']",0.94,0.42,0.65,110.78,-10.3,0.15,0.0,0.06,0.26,1.0,1.0,4.0,5350,1243
spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,The Weeknd,Starboy,"['electro', 'dance', 'electronic', 'r&b', 'r&b, funk & soul']",0.6,0.53,0.46,133.85,-7.15,0.11,0.0,0.06,0.16,1.0,0.0,4.0,5351,1915
spotify:track:4EEX7k5Bo5iBdJC6hZJGo1,Hella,Ken Carson,Project X,"['hip hop', 'hip-hop & rap']",0.65,0.66,0.37,145.95,-8.65,0.01,0.0,0.13,0.09,1.0,1.0,4.0,5352,1022
spotify:track:22lMC9sDCLMGXRsxJ0Qj1F,21c,Peter Cat Recording Co.,BETA,"['alternative', 'pop']",0.49,0.42,0.22,121.89,-8.56,0.53,0.06,0.04,0.14,8.0,1.0,4.0,5353,1486
spotify:track:68hJj9fLsqrOn2JCLGeLRq,Rosethroat,YTK,Rosethroat,"['hip hop', 'hip-hop & rap', 'r&b', 'r&b, funk & soul']",0.59,0.53,0.45,108.94,-7.91,0.56,0.0,0.47,0.09,6.0,1.0,4.0,5354,2055
spotify:track:0tdUSzLEtBoReXlUwUFwxI,Orange Coffee,Rocketman,Orange Coffee,"['alternative', 'pop']",0.86,0.59,0.91,108.97,-10.29,0.79,0.23,0.07,0.57,1.0,1.0,4.0,5355,1604
spotify:track:0sQGmTvD6aoN2YmNRJkJq7,alfredo,22francc,alfredo,"['hip hop', 'hip-hop & rap']",0.76,0.31,0.09,129.9,-12.18,0.09,0.07,0.25,0.11,1.0,1.0,4.0,5356,14
spotify:track:0dpusM1gM6ULx0QvjJctbT,Pictures of You,Drugdealer,Hiding in Plain Sight,"['alternative', 'pop', 'indie pop', 'rock', 'indie rock']",0.93,0.32,0.8,114.5,-14.6,0.51,0.68,0.07,0.11,6.0,0.0,4.0,5357,539
spotify:track:7umZiitjVsEjMQ6HNddpUI,Love Is Only a Feeling,Joey Bada$$,Love Is Only a Feeling,"['hip hop', 'east coast', 'hip-hop & rap']",0.63,0.68,0.5,90.38,-7.09,0.53,0.0,0.19,0.7,1.0,0.0,4.0,5358,933
spotify:track:7gMsgre9fYLEzbVAoj5WSH,Lavender Buds,MF DOOM,"Metal Fingers Presents: Special Herbs, The Box Set Vol. 0 - 9","['hip hop', 'hip-hop & rap']",0.33,0.78,0.8,95.07,-9.57,0.01,0.0,0.04,0.43,3.0,1.0,4.0,5359,1197
spotify:track:40vHPre1xRPeCAuK2CNfs4,OPEN UP,Daniel Caesar,CASE STUDY 01,"['alternative', 'r&b', 'r&b, funk & soul', 'soul']",0.84,0.19,0.31,114.93,-12.84,0.41,0.0,0.05,0.1,6.0,1.0,3.0,5360,478
spotify:track:7H7NyZ3G075GqPx2evsfeb,Chamber Of Reflection,Mac DeMarco,Salad Days,"['synthpop', 'lo-fi', 'indie', 'psychedelic pop', 'jizz jazz', 'indie rock', 'dream pop', 'psychedelic']",,,,,,,,,,,,,5361,1213
spotify:track:5rWyKJMaTXL0TArnJ8IGts,Forever - Single Version,The Little Dippers,Forever,['pop'],0.52,0.45,0.55,72.12,-9.13,0.28,0.0,0.02,0.15,5.0,1.0,4.0,5362,1890
spotify:track:11MyiSGZSYSmhhqwGUTtAq,Sad Girl,Lana Del Rey,Ultraviolence,"['alternative', 'rock']",0.35,0.59,0.26,119.48,-8.35,0.54,0.07,0.04,0.12,5.0,1.0,4.0,5363,1095
spotify:track:61BiWrdzr31VQPulUPAUoB,Box the 40,KARRAHBOOO,Box the 40,"['hip hop', 'hip-hop & rap']",0.4,0.67,0.22,134.96,-8.61,0.08,0.0,0.29,0.35,10.0,1.0,5.0,5364,983
spotify:track:4p3nHCx38cbM7ZV4y8t2co,7969 Santa,Drake,For All The Dogs Scary Hours Edition,"['hip hop', 'hip-hop & rap']",0.6,0.48,0.33,147.0,-9.43,0.56,0.0,0.05,0.11,10.0,0.0,4.0,5365,532
spotify:track:5mZnptHuBQtzU6ZI0B4Lut,Dhurandhar - Title Track,Shashwat Sachdev,Dhurandhar (Original Motion Picture Soundtrack),['indian'],0.72,0.94,0.29,109.98,-4.93,0.03,0.0,0.1,0.31,6.0,0.0,4.0,5366,1711
spotify:track:0qPgK3FPlATwPMZXznLxea,Ishq Jalakar - Karvaan,Shashwat Sachdev,Dhurandhar (Original Motion Picture Soundtrack),['indian'],0.79,0.81,0.94,116.96,-5.88,0.04,0.0,0.09,0.08,11.0,0.0,4.0,5367,1711
spotify:track:23p1uP74XiVYCXjPP23Kz7,FA9LA,Flipperachi,فصلة,"['hip hop', 'hip-hop & rap']",0.46,0.93,0.9,172.66,-3.36,0.1,0.0,0.31,0.27,2.0,1.0,1.0,5368,644
spotify:track:0joXv5niso2T8YXWOlIe1X,Titli,Vishal-Shekhar,Chennai Express,"['asian', 'bollywood', 'soundtrack', 'film ost', 'ost']",0.68,0.42,0.65,81.01,-9.13,0.69,0.0,0.03,0.24,7.0,0.0,4.0,5369,2001
spotify:track:5bVmOD7UKfP2iLFUGMtdnS,"Mast Magan (From ""2 States)",Arijit Singh,Love Dose Arijit Singh,"['asian', 'bollywood', 'soundtrack', 'film ost', 'ost']",0.66,0.77,0.88,83.0,-7.01,0.61,0.0,0.04,0.19,7.0,1.0,4.0,5370,138
spotify:track:0eLtIxPRNJfsmehITZ1qaJ,Sahiba,Aditya Rikhari,Sahiba,"['asian', 'indian music', 'pop']",0.68,0.43,0.43,100.01,-9.08,0.55,0.0,0.03,0.08,10.0,0.0,4.0,5371,80
spotify:track:0gPgdRfB4jdGrlyXS0Vx78,Khuda Jaane,Vishal-Shekhar,Bachna Ae Haseeno,"['asian', 'bollywood', 'soundtrack', 'ost']",0.38,0.63,0.72,78.94,-6.39,0.39,0.0,0.04,0.09,8.0,1.0,4.0,5372,2001
spotify:track:5FXMRdJjKq1BIX4e8Eg9mK,Ajab Si,Vishal-Shekhar,Om Shanti Om,"['asian', 'bollywood', 'soundtrack', 'film ost', 'ost']",0.7,0.44,0.58,117.95,-8.41,0.4,0.0,0.03,0.29,8.0,1.0,4.0,5373,2001
spotify:track:4FeczSomVWVyU4FW7xDeAI,Tere Bina,A.R. Rahman,Guru (Original Motion Picture Soundtrack),"['asian', 'bollywood', 'indian music', 'regional indian', 'tamil', 'soundtrack', 'film ost', 'ost']",0.74,0.7,0.87,144.03,-7.66,0.28,0.0,0.04,0.07,2.0,1.0,4.0,5374,46
spotify:track:707BRCe5feUySwv7141QeA,New Home,Austin Farwell,New Home,['alternative'],0.38,0.01,0.2,71.87,-22.79,0.99,0.87,0.05,0.12,5.0,1.0,1.0,5375,158
spotify:track:2ZWlPOoWh0626oTaHrnl2a,Ivy,Frank Ocean,Blonde,"['pop', 'r&b', 'r&b, funk & soul']",0.58,0.39,0.47,116.41,-9.58,0.79,0.0,0.04,0.23,9.0,0.0,4.0,5376,658
spotify:track:6YIeSw2cTNQRWbuxWvRPsW,Sailing (2019 Remaster),Christopher Cross,Christopher Cross (2019 Remaster),"['pop', 'rock']",0.47,0.42,0.15,149.17,-9.38,0.72,0.0,0.03,0.22,9.0,1.0,4.0,5377,380
spotify:track:2jdAk8ATWIL3dwT47XpRfu,Slow Dancing in a Burning Room,John Mayer,Continuum,"['pop', 'rock', 'folk', 'singer/songwriter']",0.67,0.36,0.29,134.02,-8.69,0.58,0.01,0.03,0.08,1.0,0.0,5.0,5378,937
spotify:track:0YThXX1dqUpYBLyJNAsF9N,If We Being Rëal,Yeat,2093,"['hip hop', 'hip-hop & rap']",0.46,0.5,0.04,128.11,-6.69,0.27,0.0,0.04,0.16,1.0,1.0,4.0,5379,2064
spotify:track:0ktFfx5ASdjwTg7q6ZjR4K,Master P,KAYTRAMINÉ,KAYTRAMINÉ,"['hip hop', 'hip-hop & rap']",0.85,0.63,0.56,120.02,-9.04,0.18,0.0,0.27,0.3,9.0,1.0,4.0,5380,985
spotify:track:7cpCU3Denug5NGZsSpQl8v,XO,John Mayer,XO,"['alternative', 'pop', 'rock', 'folk', 'singer/songwriter']",0.43,0.38,0.35,173.67,-9.75,0.75,0.0,0.03,0.21,2.0,1.0,4.0,5381,937
spotify:track:5dSrUdJ8kivDMePdVQRswg,Jungle,Fred again..,USB,"['electro', 'dance', 'electronic']",0.67,0.73,0.4,133.92,-8.07,0.01,0.39,0.04,0.17,1.0,0.0,4.0,5382,663
spotify:track:5eQNwdNZ2K3zY9PgTfk3fu,Baba Drame,Bill Frisell,The Intercontinentals,"['jazz', 'guitar', 'fusion', 'instrumental', 'avant-garde', 'jazz fusion', 'contemporary jazz', 'jazz guitar']",0.46,0.52,0.53,123.57,-11.45,0.86,0.8,0.03,0.14,0.0,1.0,4.0,5383,240
spotify:track:2ZXQEXiAb1vuCdgn4HGEaC,The Sound Of Sunshine Going Down,Michael Franti & Spearhead,The Sound Of Sunshine,"['alternative', 'hip hop', 'hip-hop & rap', 'reggae', 'rock']",0.69,0.68,0.61,92.01,-7.32,0.3,0.0,0.07,0.3,6.0,1.0,4.0,5384,1286
spotify:track:6k5VMHrwv7mgPpkQSRQtQr,Lebanese Blonde,Thievery Corporation,Mirror Conspiracy,"['jazz', 'electro', 'electronic', 'dance']",0.81,0.84,0.65,92.0,-6.58,0.24,0.86,0.05,0.06,9.0,0.0,4.0,5385,1918
spotify:track:4CGORuRtjSK6xMy8s1VvSS,The Mission,Bakar,The Mission,"['alternative', 'pop', 'indie pop', 'rock', 'indie rock']",0.71,0.44,0.39,94.05,-6.98,0.19,0.0,0.08,0.1,10.0,0.0,4.0,5386,202
spotify:track:5LInOGDHqrgetnMlnvaDNq,Everything Eventually Ends,L'Impératrice,Everything Eventually Ends,"['alternative', 'hip hop', 'hip-hop & rap']",0.87,0.48,0.85,95.02,-9.32,0.36,0.0,0.18,0.12,11.0,0.0,4.0,5387,1074
spotify:track:72HdutlIHBZJ7WT1xVAAZT,Kajra Re,Shankar-Ehsaan-Loy,Bunty Aur Babli,"['asian', 'bollywood', 'soundtrack', 'ost']",0.48,0.9,0.68,91.98,-4.13,0.37,0.0,0.16,0.09,0.0,1.0,4.0,5388,1709
spotify:track:1D35BJlymlh6OLD75WupSF,"Saiyaara (From ""Saiyaara"")",Tanishk Bagchi,"Saiyaara (From ""Saiyaara"")","['asian', 'soundtrack', 'ost']",0.19,0.63,0.25,77.83,-7.17,0.5,0.0,0.04,0.14,8.0,0.0,4.0,5389,1841
spotify:track:4bD9z9qa4qg9BhryvYWB7c,Kabira,Pritam,Yeh Jawaani Hai Deewani,"['asian', 'bollywood', 'soundtrack', 'film ost', 'ost']",0.59,0.56,0.19,84.03,-6.85,0.48,0.0,0.03,0.19,2.0,1.0,4.0,5390,1530
spotify:track:5JJPfHpByZ66XsEyCNVi2p,Krystal,Matt Maltese,Krystal,['alternative'],0.52,0.51,0.37,153.63,-8.07,0.74,0.75,0.03,0.12,3.0,1.0,4.0,5391,1260
spotify:track:3FImu2LpSuH6gDHBuFgIbS,DO 4 LOVE,Snoh Aalegra,Spotify Singles,"['r&b', 'r&b, funk & soul']",0.37,0.14,0.1,69.83,-12.72,0.91,0.0,0.03,0.11,6.0,0.0,4.0,5392,1751
spotify:track:1WM80A5a4xDtlndjqjZQIv,Girls Just Wanna Have Some,Chromatics,Girls Just Wanna Have Fun,"['electro', 'electronic', 'rock']",0.67,0.63,0.46,115.0,-8.49,0.18,0.12,0.03,0.09,0.0,1.0,4.0,5393,382
spotify:track:210lphIRrJCKXgFLxHwGN8,stayinit,Fred again..,USB,"['electro', 'dance', 'electronic']",0.7,0.76,0.13,134.08,-6.5,0.0,0.01,0.12,0.24,7.0,0.0,4.0,5394,663
spotify:track:1ehFB58uEXh2SnM69VmhFl,Gatsby,Current Joys,LOVE + POP,['alternative'],0.63,0.7,0.56,172.03,-8.78,0.14,0.07,0.18,0.24,7.0,1.0,4.0,5395,440
spotify:track:0CVaDx0YP1nMwZd1eg88cX,Water Your Garden,Magic City Hippies,Water Your Garden,"['electro', 'dance', 'pop']",0.58,0.73,0.98,201.98,-5.66,0.14,0.01,0.04,0.12,6.0,0.0,4.0,5396,1227
spotify:track:3bV45mBTw4x0O8XNr361KE,Just Sayin' Shit,Flower in Bloom,Just Sayin' Shit,"['r&b', 'r&b, funk & soul', 'soul']",0.56,0.55,0.66,79.39,-9.41,0.56,0.02,0.28,0.09,1.0,0.0,4.0,5397,650
spotify:track:5lzMkZFiPYJ4ceVwaYcWlP,Where the Money Flows,Peter Cat Recording Co.,Bismillah,"['alternative', 'pop', 'indie pop']",0.4,0.36,0.36,75.03,-14.76,0.66,0.0,0.12,0.35,2.0,1.0,4.0,5398,1486
spotify:track:06BLANboqUEnvBHJH0aViQ,Glass Flows,Smino,blkswn,"['hip hop', 'hip-hop & rap']",0.49,0.52,0.94,90.74,-9.83,0.63,0.0,0.36,0.1,3.0,0.0,4.0,5399,1746
spotify:track:7oV1btBA4MYfN7GE7Xu9Sx,Joe Blazey,Dominic Fike,What Could Possibly Go Wrong,['alternative'],0.55,0.49,0.6,121.52,-7.8,0.65,0.0,0.41,0.32,10.0,0.0,4.0,5400,524
spotify:track:1bj5ZFpxGFP5ooQcctNVB4,Energy,Sampa the Great,Energy,"['hip hop', 'hip-hop & rap']",0.49,0.57,0.31,90.13,-7.01,0.17,0.0,0.3,0.12,7.0,1.0,4.0,5401,1678
spotify:track:5i5525X1H5YwznMJ60GxRz,nice girls,Lo Artiz,LOVE LACED,"['hip hop', 'hip-hop & rap', 'r&b', 'r&b, funk & soul', 'soul']",0.63,0.37,0.47,59.94,-11.45,0.31,0.0,0.23,0.11,2.0,1.0,4.0,5402,1154
spotify:track:4BiPsAV070dg3eLSVf727A,Ye Ishq Hai,Pritam,Jab We Met,"['asian', 'bollywood', 'soundtrack', 'film ost', 'ost']",0.82,0.64,0.88,118.05,-7.13,0.43,0.0,0.16,0.26,5.0,0.0,4.0,5403,1530
spotify:track:0EH7sgeiFqDa3eS7ieW2zs,Chammak Challo,Vishal-Shekhar,Ra-One,"['asian', 'bollywood', 'soundtrack', 'film ost', 'ost']",0.74,0.88,0.94,133.95,-4.27,0.07,0.0,0.03,0.1,0.0,0.0,4.0,5404,2001
spotify:track:6VbmeIWTbNHM5uqoW7GTE4,Sheila Ki Jawani,Vishal-Shekhar,Tees Maar Khan,"['asian', 'bollywood', 'soundtrack', 'film ost', 'ost']",0.8,0.86,0.63,101.01,-4.41,0.31,0.0,0.19,0.55,6.0,0.0,4.0,5405,2001
spotify:track:1hQia6rxgfM1ly2hE3StWp,Ishq Wala Love,Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),"['asian', 'bollywood', 'soundtrack', 'film ost', 'ost']",0.71,0.3,0.69,135.04,-12.38,0.53,0.0,0.03,0.08,0.0,0.0,4.0,5406,2001
spotify:track:29MOOOmMRPeWyPwKQFoF5t,I Feel Love,Sam Smith,I Feel Love,['pop'],0.72,0.71,0.26,126.02,-7.42,0.01,0.2,0.04,0.06,0.0,1.0,4.0,5407,1673
spotify:track:7G5wpuR61ABrT7R1snos7C,Kalank - Title Track,Pritam,Kalank,"['asian', 'bollywood', 'soundtrack', 'film ost', 'ost']",0.56,0.53,0.38,118.01,-8.75,0.56,0.0,0.04,0.29,10.0,1.0,4.0,5408,1530
spotify:track:6LX6modQsxnBouh7yZT6qx,Muskaanein Jhooti Hai,Suman Sridhar,Talaash,"['asian', 'bollywood', 'soundtrack', 'film ost', 'ost']",0.75,0.44,0.38,120.01,-10.35,0.41,0.0,0.04,0.12,8.0,0.0,4.0,5409,1794
spotify:track:7wC5vOh3fQibFYWjCIotKw,Bye Bye Baby,Bay City Rollers,Once Upon A Star,['pop'],0.62,0.66,0.66,129.19,-9.18,0.28,0.0,0.03,0.32,7.0,1.0,4.0,5410,209
spotify:track:4Gx5o90mo9HYZxE9GoxcP8,Bye Bye Baby (Baby Goodbye),Frankie Valli & The Four Seasons,The Very Best of Frankie Valli & The 4 Seasons,"['pop', 'r&b', 'r&b, funk & soul', 'rock']",0.49,0.58,0.34,116.12,-8.87,0.05,0.0,0.04,0.09,2.0,1.0,4.0,5411,661
spotify:track:4qUijfYU8EoIWiY6oSyrgT,Bye Bye Baby (Taylor’s Version) (From The Vault),Taylor Swift,Fearless (Taylor's Version),"['country', 'rock']",0.62,0.62,0.53,80.13,-7.86,0.33,0.0,0.05,0.1,5.0,1.0,4.0,5412,1845
spotify:track:6TUkKysoFwb14lxOWGv6rm,BACK2REALITY,1amdonny,DEDICATED TO,"['electro', 'dance', 'pop']",0.8,0.68,0.78,120.02,-8.73,0.18,0.05,0.03,0.12,0.0,0.0,4.0,5413,10
spotify:track:4pHnCKUHjIeUfGc6COHAyY,America (feat. Casey Veggies & Joey Bada$$),Mac Miller,Macadelic,"['hip hop', 'hip-hop & rap']",0.79,0.76,0.68,89.99,-6.12,0.06,0.25,0.13,0.11,10.0,0.0,4.0,5414,1214
spotify:track:4IbHvRGmGWNmwaI8x9RMDS,Mr. Incorrect,Malcolm Todd,Mr. Incorrect,['alternative'],0.72,0.67,0.81,113.87,-6.83,0.77,0.0,0.04,0.19,10.0,1.0,3.0,5415,1232
spotify:track:4BD3sl4HjTAzWGVIP8LLm4,I Wanna C U,Blood Orange,Angel's Pulse,"['alternative', 'electro', 'electronic', 'r&b', 'r&b, funk & soul']",0.79,0.3,0.72,99.77,-12.19,0.72,0.18,0.04,0.11,0.0,0.0,4.0,5416,255
spotify:track:5AUk5VM0yWmYkt0fx1vJMG,I'm This,Peter Cat Recording Co.,Bismillah,"['alternative', 'pop', 'indie pop']",0.7,0.28,0.23,81.05,-10.72,0.83,0.05,0.04,0.12,5.0,1.0,4.0,5417,1486
spotify:track:1U7ZB3gaxlm54SFVCi0fEy,Foolmuse,Peter Cat Recording Co.,Foolmuse,"['alternative', 'pop']",0.65,0.48,0.65,106.97,-10.11,0.26,0.0,0.05,0.13,11.0,0.0,4.0,5418,1486
spotify:track:0Mrnt1YqVuW2bqmwu4VxDt,Amen (feat. Teezo Touchdown),Drake,For All The Dogs,"['hip hop', 'hip-hop & rap']",0.65,0.61,0.31,90.16,-7.59,0.06,0.0,0.19,0.25,0.0,1.0,3.0,5419,532
spotify:track:17L09JJ5W7F5ou68mcAeMJ,Real Love,Childish Gambino,Bando Stone and The New World,['pop'],0.73,0.83,0.65,127.5,-7.92,0.12,0.0,0.03,0.31,0.0,1.0,4.0,5420,370
spotify:track:1BLOVHYYlH4JUHQGcpt75R,Ode To The Mets,The Strokes,The New Abnormal,['alternative'],0.43,0.62,0.2,92.0,-5.42,0.34,0.18,0.03,0.1,1.0,0.0,4.0,5421,1910
spotify:track:2t0wwvR15fc3K1ey8OiOaN,Selfless,The Strokes,The New Abnormal,['alternative'],0.54,0.68,0.09,121.99,-4.3,0.19,0.0,0.03,0.09,4.0,1.0,4.0,5422,1910
spotify:track:1NeLwFETswx8Fzxl2AFl91,Something About Us,Daft Punk,Discovery,"['electro', 'dance', 'electronic', 'rock']",0.88,0.48,0.38,99.96,-12.67,0.44,0.72,0.1,0.05,9.0,0.0,4.0,5423,473
spotify:track:5HPnumlogzZtpLEaORZjz1,10 Lovers,The Black Keys,Turn Blue,"['alternative', 'rock', 'indie rock/pop rock']",0.61,0.64,0.82,97.99,-6.99,0.04,0.0,0.03,0.09,3.0,0.0,4.0,5424,1869
spotify:track:1YM3cVri0CmSX7c71gwALR,The Trip - 2023 Remaster,Still Corners,Strange Pleasures: 10th Anniversary Edition (2023 Remaster),"['alternative', 'pop', 'indie pop', 'rock']",0.7,0.75,0.41,120.01,-6.19,0.16,0.01,0.04,0.12,2.0,1.0,4.0,5425,1783
spotify:track:56hp2ikFv3vZJgZXtViF2N,Love Again,Meltt,Swim Slowly,['alternative'],0.71,0.55,0.82,159.96,-10.16,0.58,0.78,0.07,0.1,6.0,0.0,4.0,5426,1274
spotify:track:6y4ySPeb68KGoAi1dk130F,Oblivius,The Strokes,Future Present Past,"['alternative', 'electro', 'dance', 'pop', 'indie pop', 'rock', 'indie rock']",0.47,0.89,0.43,102.96,-4.46,0.1,0.65,0.05,0.15,8.0,1.0,4.0,5427,1910
spotify:track:7j3zZ2jAjzFD60UjhldhHo,I've Been In Love,Jungle,Volcano,"['electro', 'dance', 'electronic', 'r&b', 'disco']",0.68,0.51,0.59,114.97,-9.5,0.42,0.0,0.07,0.43,9.0,0.0,4.0,5428,968
spotify:track:7gdhZ5u9T1tmvd3zud1yQZ,Out My Way,LUCKI,Freewave 3,"['hip hop', 'hip-hop & rap', 'r&b']",0.95,0.41,0.55,127.03,-5.63,0.03,0.0,0.34,0.1,0.0,1.0,4.0,5429,1086
spotify:track:0ZDwhNFZnPx9EIPCcwGUHC,Hell N Back (feat. Summer Walker),Bakar,Hell N Back (feat. Summer Walker),"['alternative', 'pop', 'indie pop', 'rock', 'indie rock']",0.64,0.67,0.74,209.94,-4.52,0.29,0.0,0.56,0.11,5.0,0.0,4.0,5430,202
spotify:track:1Rvl8qsKJurfFTyWLBI9ib,"Baby, I Love Your Way",Big Mountain,The Best of Big Mountain,"['reggae', 'rock', 'soundtrack', 'film ost', 'ost']",0.65,0.75,0.78,147.52,-7.27,0.05,0.0,0.07,0.21,1.0,0.0,4.0,5431,231
spotify:track:7dn4l1TMNiBNa4CYWkBWqF,Will I See You Again?,Thee Sacred Souls,Will I See You Again?,"['r&b', 'r&b, funk & soul', 'soul']",0.52,0.45,0.66,169.93,-8.05,0.41,0.0,0.03,0.11,9.0,0.0,4.0,5432,1916
spotify:track:7eYAHC0RbBF9eaqWzT34Aq,Desires (with Future),Drake,Dark Lane Demo Tapes,"['hip hop', 'hip-hop & rap']",0.81,0.51,0.55,145.07,-7.71,0.28,0.0,0.12,0.33,5.0,0.0,4.0,5433,532
spotify:track:2PndoODRqx5Tiv2kFDesMS,I need too,Noran Brown,Sorry To Bother You,['pop'],0.78,0.38,0.71,94.79,-5.78,0.19,0.0,0.04,0.14,9.0,0.0,4.0,5434,1400
spotify:track:3LBYQK2nwnwKfi2tkvfpRG,Greener,FKJ,V I N C E N T,"['alternative', 'electro', 'electronic', 'pop', 'indie pop']",0.6,0.51,0.55,165.84,-9.61,0.56,0.23,0.11,0.07,11.0,0.0,4.0,5435,620
spotify:track:0qGQXQdUNwPYQadGuELgEI,Why Are There Boundaries,FKJ,French Kiwi Juice,"['electro', 'electronic']",0.49,0.23,0.32,80.98,-9.13,0.69,0.0,0.04,0.08,11.0,1.0,3.0,5436,620
spotify:track:5a8XfB6605lKdiHw2CBuHC,Dear Fren,Smino,Maybe in Nirvana,"['hip hop', 'hip-hop & rap']",0.74,0.54,0.71,82.93,-8.88,0.57,0.0,0.37,0.17,9.0,0.0,4.0,5437,1746
spotify:track:545N3VnU7ZSBEUtdRGSUS9,Wish,Blood Orange,Four Songs,"['alternative', 'r&b', 'r&b, funk & soul', 'soul']",0.6,0.7,0.2,132.56,-12.68,0.52,0.72,0.03,0.2,5.0,0.0,4.0,5438,255
spotify:track:4iTY4faTQSkScwbk2F1FUs,Lil Mega Minion,Lil Yachty,Lil Mega Minion,"['hip hop', 'hip-hop & rap']",0.76,0.42,0.44,144.94,-11.6,0.62,0.07,0.26,0.12,0.0,0.0,4.0,5439,1140
spotify:track:3hScVg86FRBkGJTOdj9aK9,Bout To Lose It,Eljé,In My Head,"['electro', 'dance', 'electronic', 'r&b', 'r&b, funk & soul']",0.81,0.58,0.27,128.0,-9.65,0.07,0.14,0.12,0.1,7.0,1.0,4.0,5440,578
spotify:track:2GFExyKXf9383tSRSrEHEt,Can't Take My Eyes Off of You - (I Love You Baby),Ms. Lauryn Hill,The Miseducation of Lauryn Hill,"['hip hop', 'hip-hop & rap', 'pop', 'r&b', 'r&b, funk & soul']",0.75,0.66,0.63,88.93,-7.9,0.01,0.0,0.08,0.14,1.0,0.0,4.0,5441,1329
spotify:track:1er9c2krHUtKZMu2mek6CD,unconditional,strongboi,unconditional,"['alternative', 'pop', 'indie pop']",0.74,0.71,0.89,79.78,-7.08,0.13,0.0,0.08,0.13,2.0,1.0,4.0,5442,2189
spotify:track:6gJ2H930mAD1zRqmoFiE4W,Hold It Together,The Marías,Hold It Together,"['dream pop', 'indie pop', 'bedroom pop', 'indie', 'sophisti-pop', 'alternative rnb', 'alternative', 'pop']",0.8,0.49,0.52,82.01,-10.1,0.43,0.1,0.06,0.11,11.0,0.0,4.0,5443,1892
spotify:track:4ejZbPjO3XBtGhLUCCrzMd,The Letter,Crumb,Jinx,"['alternative', 'rock', 'indie rock']",0.62,0.44,0.17,116.97,-9.89,0.75,0.97,0.03,0.13,3.0,1.0,3.0,5444,431
spotify:track:22AiMbONlTzRNXqla6J3L8,Nostalgia,Alice Phoebe Lou,Paper Castles,"['alternative', 'rock', 'blues', 'folk', 'singer/songwriter']",0.34,0.26,0.11,77.02,-8.73,0.69,0.0,0.04,0.24,9.0,1.0,4.0,5445,99
spotify:track:3TO7bbrUKrOSPGRTB5MeCz,Time,Pink Floyd,The Dark Side of the Moon,['rock'],0.36,0.48,0.36,120.32,-11.79,0.52,0.0,0.08,0.18,9.0,1.0,4.0,5446,1501
spotify:track:5BQhROkl8tCv9tTEvTt8TZ,Portrait of a Time,Peter Cat Recording Co.,Portrait of a Time: 2010-2016,"['alternative', 'pop', 'indie pop']",0.3,0.59,0.26,97.83,-9.24,0.59,0.0,0.04,0.34,5.0,1.0,4.0,5447,1486
spotify:track:7F02x6EKYIQV3VcTaTm7oN,Hey You,Pink Floyd,The Wall,['rock'],0.59,0.3,0.19,112.46,-14.98,0.22,0.0,0.03,0.13,0.0,1.0,4.0,5448,1501
spotify:track:4hsNbFDFlgRZ2rHvlzuS06,27 Club,Freak Slug,Viva La Vulva,"['alternative', 'rock', 'indie rock']",0.54,0.74,0.4,173.99,-8.03,0.41,0.34,0.03,0.13,6.0,1.0,4.0,5449,662
spotify:track:2pg2TiYo9Rb8KeB5JjP7jS,Sativa,Jhené Aiko,Trip,"['r&b', 'r&b, funk & soul']",0.74,0.61,0.72,125.99,-7.34,0.32,0.0,0.05,0.53,6.0,0.0,4.0,5450,919
spotify:track:67LB1vZuG114LqRN8h8bQ2,Recap (feat. Don Toliver),NAV,Good Intentions,"['hip hop', 'hip-hop & rap']",0.84,0.61,0.6,127.96,-5.16,0.23,0.0,0.05,0.1,8.0,0.0,4.0,5451,1345
spotify:track:7aX39T4YHNZ03NAmjc3DLr,Thinking About You,Faye Webster,Underdressed at the Symphony,['alternative'],0.42,0.68,0.65,208.19,-9.25,0.31,0.61,0.04,0.09,9.0,1.0,4.0,5452,631
spotify:track:0ZsNQisETmdZlKoIpGzgdu,Laura,Erroll Garner,The Complete Savoy Master Takes,['jazz'],0.56,0.17,0.15,57.54,-18.82,0.96,0.94,0.03,0.11,7.0,1.0,4.0,5453,600
